Type                                  Module                      Label             Process
edm::RangeMap<DTChamberId,edm::OwnVector<DTRecSegment4D,edm::ClonePolicy<DTRecSegment4D> >,edm::ClonePolicy<DTRecSegment4D> >    "dt4DSegments"              ""                "RECO"
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DCosmicRecHits"         ""                "RECO"
edm::RangeMap<DTLayerId,edm::OwnVector<DTRecHit1DPair,edm::ClonePolicy<DTRecHit1DPair> >,edm::ClonePolicy<DTRecHit1DPair> >    "dt1DRecHits"               ""                "RECO"
edm::RangeMap<GEMDetId,edm::OwnVector<GEMRecHit,edm::ClonePolicy<GEMRecHit> >,edm::ClonePolicy<GEMRecHit> >    "gemRecHits"                ""                "RECO"
edm::RangeMap<ME0DetId,edm::OwnVector<ME0RecHit,edm::ClonePolicy<ME0RecHit> >,edm::ClonePolicy<ME0RecHit> >    "me0RecHits"                ""                "RECO"
edm::RangeMap<ME0DetId,edm::OwnVector<ME0Segment,edm::ClonePolicy<ME0Segment> >,edm::ClonePolicy<ME0Segment> >    "me0Segments"               ""                "RECO"
edm::RangeMap<RPCDetId,edm::OwnVector<RPCRecHit,edm::ClonePolicy<RPCRecHit> >,edm::ClonePolicy<RPCRecHit> >    "rpcRecHits"                ""                "RECO"
edm::SortedCollection<CaloTower,edm::StrictWeakOrdering<CaloTower> >    "towerMaker"                ""                "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEB"      ""                "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsEE"      ""                "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "reducedEcalRecHitsES"      ""                "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEB"   "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEE"   "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalRecHit"                "EcalRecHitsEK"   "RECO"
edm::SortedCollection<EcalRecHit,edm::StrictWeakOrdering<EcalRecHit> >    "ecalPreshowerRecHit"       "EcalRecHitsES"   "RECO"
edm::SortedCollection<EcalTriggerPrimitiveDigi,edm::StrictWeakOrdering<EcalTriggerPrimitiveDigi> >    "ecalTPSkim"                ""                "RECO"
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "hbheUpgradeReco"           ""                "RECO"
edm::SortedCollection<HBHERecHit,edm::StrictWeakOrdering<HBHERecHit> >    "reducedHcalRecHits"        "hbheUpgradeReco"   "RECO"
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "hfUpgradeReco"             ""                "RECO"
edm::SortedCollection<HFRecHit,edm::StrictWeakOrdering<HFRecHit> >    "reducedHcalRecHits"        "hfUpgradeReco"   "RECO"
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "horeco"                    ""                "RECO"
edm::SortedCollection<HORecHit,edm::StrictWeakOrdering<HORecHit> >    "reducedHcalRecHits"        "horeco"          "RECO"
edm::SortedCollection<ZDCRecHit,edm::StrictWeakOrdering<ZDCRecHit> >    "zdcreco"                   ""                "RECO"
edm::TriggerResults                   "TriggerResults"            ""                "RECO"
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLoose"   "RECO"
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDLooseEM"   "RECO"
edm::ValueMap<bool>                   "PhotonIDProd"              "PhotonCutBasedIDTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidAllArbitrated"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidGMStaChiCompatibility"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidGMTkChiCompatibility"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidGMTkKinkTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidGlobalMuonPromptTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidRPCMuLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTM2DCompatibilityTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationAngTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationOptimizedLowPtTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMLastStationTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationAngTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationLoose"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTMOneStationTight"   "RECO"
edm::ValueMap<bool>                   "muons"                     "muidTrackerMuonArbitrated"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueCharged04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueChargedAll04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGamma04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueGammaHighThreshold04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutral04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValueNeutralHighThreshold04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold04"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU03"   "RECO"
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU04"   "RECO"
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "RECO"
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "RECO"
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "RECO"
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "RECO"
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "RECO"
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "RECO"
edm::ValueMap<edm::Ref<vector<reco::SuperCluster>,reco::SuperCluster,edm::refhelper::FindUsingAdvance<vector<reco::SuperCluster>,reco::SuperCluster> > >    "pfElectronTranslator"      "pf"              "RECO"
edm::ValueMap<float>                  "eidLoose"                  ""                "RECO"
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "RECO"
edm::ValueMap<float>                  "eidRobustLoose"            ""                "RECO"
edm::ValueMap<float>                  "eidRobustTight"            ""                "RECO"
edm::ValueMap<float>                  "eidTight"                  ""                "RECO"
edm::ValueMap<float>                  "generalTracks"             "MVAVals"         "RECO"
edm::ValueMap<float>                  "pfElectronTranslator"      "pf"              "RECO"
edm::ValueMap<reco::DeDxData>         "dedxDiscrimASmi"           ""                "RECO"
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "RECO"
edm::ValueMap<reco::DeDxData>         "dedxTruncated40"           ""                "RECO"
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositJets"          ""                "RECO"
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositTk"            ""                "RECO"
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ecal"            "RECO"
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "hcal"            "RECO"
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ho"              "RECO"
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "RECO"
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "RECO"
edm::ValueMap<reco::MuonMETCorrectionData>    "muonTCMETValueMapProducer"   "muCorrData"      "RECO"
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "RECO"
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "RECO"
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "RECO"
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "RECO"
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "RECO"
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "RECO"
edmNew::DetSetVector<SiStripCluster>    "siStripClusters"           ""                "RECO"
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "RECO"
reco::BeamSpot                        "offlineBeamSpot"           ""                "RECO"
reco::CSCHaloData                     "CSCHaloData"               ""                "RECO"
reco::EcalHaloData                    "EcalHaloData"              ""                "RECO"
reco::GlobalHaloData                  "GlobalHaloData"            ""                "RECO"
reco::HcalHaloData                    "HcalHaloData"              ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3newDMwLTraw"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3newDMwoLTraw"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3oldDMwLTraw"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3oldDMwoLTraw"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseChargedIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationRhoSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVA3newDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVA3newDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVA3oldDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVA3oldDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseMuonRejection2"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseMuonRejection3"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5LooseElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5MediumElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5TightElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5VLooseElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5VTightElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5rawElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVALooseMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVAMediumMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVATightMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVArawMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumChargedIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationRhoSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumElectronRejection2"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVA3newDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVA3newDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVA3oldDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVA3oldDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumMuonRejection2"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawChargedIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawCombinedIsolationRhoSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawGammaIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightChargedIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationRhoSumPtCorr3Hits"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightElectronRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVA3newDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVA3newDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVA3oldDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVA3oldDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightMuonRejection"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightMuonRejection2"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightMuonRejection3"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseChargedIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseCombinedIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolation"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationDBSumPtCorr"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVA3newDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVA3newDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVA3oldDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVA3oldDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVA3newDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVA3newDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVA3oldDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVA3oldDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVA3newDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVA3newDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVA3oldDMwLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVA3oldDMwoLT"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationChargedIsoPtSum"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralHadronIsoPtSum"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralHadronIsoPtSumWeight1"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralHadronIsoPtSumWeight1NQ"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralHadronIsoPtSumWeight2"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralHadronIsoPtSumWeight2NQ"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralIsoPtSum"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralIsoPtSumWeight1"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralIsoPtSumWeight1NQ"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralIsoPtSumWeight2"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationNeutralIsoPtSumWeight2NQ"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationPUcorrPtSum"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauMVA3IsolationRhoCorrPtSum"   ""                "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3newDMwLTraw"   "category"        "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3newDMwoLTraw"   "category"        "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3oldDMwLTraw"   "category"        "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVA3oldDMwoLTraw"   "category"        "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA5rawElectronRejection"   "category"        "RECO"
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVArawMuonRejection"   "category"        "RECO"
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "RECO"
vector<DcsStatus>                     "scalersRawToDigi"          ""                "RECO"
vector<EmulatedME0Segment>            "me0SegmentProducer"        ""                "RECO"
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "RECO"
vector<L1CaloEmCand>                  "gctDigis"                  ""                "RECO"
vector<L1CaloRegion>                  "gctDigis"                  ""                "RECO"
vector<L1GctEmCand>                   "gctDigis"                  "isoEm"           "RECO"
vector<L1GctEmCand>                   "gctDigis"                  "nonIsoEm"        "RECO"
vector<L1GctEtHad>                    "gctDigis"                  ""                "RECO"
vector<L1GctEtMiss>                   "gctDigis"                  ""                "RECO"
vector<L1GctEtTotal>                  "gctDigis"                  ""                "RECO"
vector<L1GctFibreWord>                "gctDigis"                  ""                "RECO"
vector<L1GctHFBitCounts>              "gctDigis"                  ""                "RECO"
vector<L1GctHFRingEtSums>             "gctDigis"                  ""                "RECO"
vector<L1GctHtMiss>                   "gctDigis"                  ""                "RECO"
vector<L1GctInternEmCand>             "gctDigis"                  ""                "RECO"
vector<L1GctInternEtSum>              "gctDigis"                  ""                "RECO"
vector<L1GctInternHFData>             "gctDigis"                  ""                "RECO"
vector<L1GctInternHtMiss>             "gctDigis"                  ""                "RECO"
vector<L1GctInternJetData>            "gctDigis"                  ""                "RECO"
vector<L1GctJetCand>                  "gctDigis"                  "cenJets"         "RECO"
vector<L1GctJetCand>                  "gctDigis"                  "forJets"         "RECO"
vector<L1GctJetCand>                  "gctDigis"                  "tauJets"         "RECO"
vector<L1GctJetCounts>                "gctDigis"                  ""                "RECO"
vector<L1MuGMTCand>                   "gtDigis"                   ""                "RECO"
vector<L1MuRegionalCand>              "gtDigis"                   "CSC"             "RECO"
vector<L1MuRegionalCand>              "gtDigis"                   "DT"              "RECO"
vector<L1MuRegionalCand>              "gtDigis"                   "RPCb"            "RECO"
vector<L1MuRegionalCand>              "gtDigis"                   "RPCf"            "RECO"
vector<L1TriggerError>                "gctDigis"                  ""                "RECO"
vector<L1TriggerScalers>              "scalersRawToDigi"          ""                "RECO"
vector<Level1TriggerScalers>          "scalersRawToDigi"          ""                "RECO"
vector<LumiScalers>                   "scalersRawToDigi"          ""                "RECO"
vector<TrajectorySeed>                "CosmicMuonSeed"            ""                "RECO"
vector<TrajectorySeed>                "SETMuonSeed"               ""                "RECO"
vector<TrajectorySeed>                "ancientMuonSeed"           ""                "RECO"
vector<double>                        "ak5CaloJets"               "rhos"            "RECO"
vector<double>                        "ak5PFJets"                 "rhos"            "RECO"
vector<double>                        "ak5PFJetsCHS"              "rhos"            "RECO"
vector<double>                        "ak5TrackJets"              "rhos"            "RECO"
vector<double>                        "ak8PFJets"                 "rhos"            "RECO"
vector<double>                        "ak8PFJetsCHS"              "rhos"            "RECO"
vector<double>                        "ca8PFJetsCHS"              "rhos"            "RECO"
vector<double>                        "ca8PFJetsCHSPruned"        "rhos"            "RECO"
vector<double>                        "cmsTopTagPFJetsCHS"        "rhos"            "RECO"
vector<double>                        "kt6CaloJets"               "rhos"            "RECO"
vector<double>                        "ak5CaloJets"               "sigmas"          "RECO"
vector<double>                        "ak5PFJets"                 "sigmas"          "RECO"
vector<double>                        "ak5PFJetsCHS"              "sigmas"          "RECO"
vector<double>                        "ak5TrackJets"              "sigmas"          "RECO"
vector<double>                        "ak8PFJets"                 "sigmas"          "RECO"
vector<double>                        "ak8PFJetsCHS"              "sigmas"          "RECO"
vector<double>                        "ca8PFJetsCHS"              "sigmas"          "RECO"
vector<double>                        "ca8PFJetsCHSPruned"        "sigmas"          "RECO"
vector<double>                        "cmsTopTagPFJetsCHS"        "sigmas"          "RECO"
vector<double>                        "kt6CaloJets"               "sigmas"          "RECO"
vector<edm::ErrorSummaryEntry>        "logErrorHarvester"         ""                "RECO"
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowPtrs"          ""                "RECO"
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowTmpPtrs"       ""                "RECO"
vector<l1extra::L1EmParticle>         "l1extraParticles"          "Isolated"        "RECO"
vector<l1extra::L1EmParticle>         "l1extraParticles"          "NonIsolated"     "RECO"
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MET"             "RECO"
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MHT"             "RECO"
vector<l1extra::L1HFRings>            "l1extraParticles"          ""                "RECO"
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Central"         "RECO"
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Forward"         "RECO"
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Tau"             "RECO"
vector<l1extra::L1MuonParticle>       "l1extraParticles"          ""                "RECO"
vector<reco::BasicJet>                "ca8PFJetsCHSPruned"        ""                "RECO"
vector<reco::BasicJet>                "cmsTopTagPFJetsCHS"        ""                "RECO"
vector<reco::CaloCluster>             "hfEMClusters"              ""                "RECO"
vector<reco::CaloCluster>             "particleFlowEGamma"        "EBEEClusters"    "RECO"
vector<reco::CaloCluster>             "particleFlowEGamma"        "ESClusters"      "RECO"
vector<reco::CaloCluster>             "hybridSuperClusters"       "hybridBarrelBasicClusters"   "RECO"
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "multi5x5EndcapBasicClusters"   "RECO"
